model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,car_age,mileage_per_year,engine_category,fuel_efficiency,tax_category,price_segment
 Fiesta,2018,10995,Manual,14980,Petrol,145,65.7,1.0,8,1664.4444444444443,small,high,medium,Economy
 Focus,2017,11695,Manual,15935,Petrol,145,60.1,1.0,9,1593.5,small,high,medium,Premium
 Fiesta,2018,12495,Manual,16877,Petrol,145,62.8,1.0,8,1875.2222222222222,small,high,medium,Premium
 Focus,2018,13695,Manual,16513,Petrol,145,57.7,1.0,8,1834.7777777777778,small,medium,medium,Premium
 Fiesta,2019,11495,Manual,9973,Petrol,145,58.9,1.0,7,1246.625,small,medium,medium,Premium
 Kuga,2017,10795,Manual,61262,Diesel,30,64.2,1.5,9,6126.2,medium,high,low,Economy
 Focus,2015,6995,Manual,77451,Diesel,20,67.3,1.6,11,6454.25,medium,high,low,Budget
 Fiesta,2014,8995,Semi-Auto,21871,Petrol,145,47.9,1.6,12,1682.3846153846155,medium,medium,medium,Budget
 Focus,2017,11995,Semi-Auto,35289,Diesel,145,74.3,1.5,9,3528.9,medium,high,medium,Premium
 Fiesta,2017,8495,Manual,27653,Petrol,145,54.3,1.2,9,2765.3,small,medium,medium,Budget
 Ka+,2017,6795,Manual,22317,Petrol,145,57.7,1.2,9,2231.7,small,medium,medium,Budget
 Ka+,2018,7995,Manual,12679,Petrol,145,57.7,1.2,8,1408.7777777777778,small,medium,medium,Budget
 Fiesta,2017,8995,Manual,17953,Petrol,145,54.3,1.2,9,1795.3,small,medium,medium,Budget
 Fiesta,2017,9495,Manual,31467,Petrol,0,65.7,1.0,9,3146.7,small,high,low,Economy
 Focus,2016,8795,Manual,49286,Petrol,20,60.1,1.0,10,4480.545454545455,small,high,low,Budget
 Focus,2017,11995,Semi-Auto,10796,Petrol,145,51.4,1.0,9,1079.6,small,medium,medium,Premium
 Fiesta,2017,9495,Manual,19288,Petrol,125,54.3,1.2,9,1928.8,small,medium,medium,Economy
 Fiesta,2018,11295,Manual,7260,Petrol,145,65.7,1.0,8,806.6666666666666,small,high,medium,Premium
 Kuga,2014,9495,Manual,62317,Diesel,125,60.1,2.0,12,4793.615384615385,medium,high,medium,Economy
 Mustang,2020,40495,Semi-Auto,3200,Petrol,145,24.8,5.0,6,457.14285714285717,large,low,medium,Luxury
 Fiesta,2018,9495,Manual,31564,Petrol,150,64.2,1.1,8,3507.1111111111113,small,high,medium,Economy
 EcoSport,2017,9995,Manual,24341,Diesel,150,64.2,1.5,9,2434.1,medium,high,medium,Economy
 Focus,2017,19220,Automatic,14882,Diesel,145,61.4,2.0,9,1488.2,medium,high,medium,Luxury
 Mondeo,2019,23570,Automatic,8042,Diesel,145,49.6,2.0,7,1005.25,medium,medium,medium,Luxury
 Fiesta,2018,10440,Manual,35612,Petrol,145,56.5,1.0,8,3956.8888888888887,small,medium,medium,Economy
 Fiesta,2018,11000,Manual,18009,Petrol,145,56.5,1.0,8,2001.0,small,medium,medium,Economy
 Focus,2018,14140,Manual,22358,Petrol,145,58.9,1.0,8,2484.222222222222,small,medium,medium,Premium
 Fiesta,2017,10950,Manual,14292,Petrol,145,65.7,1.0,9,1429.2,small,high,medium,Economy
 Focus,2014,7950,Semi-Auto,29479,Petrol,160,44.8,1.6,12,2267.6153846153848,medium,medium,medium,Budget
 Fiesta,2018,8920,Manual,17016,Petrol,145,65.7,1.0,8,1890.6666666666667,small,high,medium,Budget
 Tourneo Connect,2016,12360,Manual,31307,Diesel,30,64.2,1.5,10,2846.090909090909,medium,high,low,Premium
 Kuga,2019,17990,Manual,12666,Diesel,145,47.9,2.0,7,1583.25,medium,medium,medium,Luxury
 Kuga,2017,17798,Semi-Auto,24379,Diesel,145,54.3,2.0,9,2437.9,medium,medium,medium,Luxury
 Focus,2016,7998,Manual,62985,Petrol,20,60.1,1.0,10,5725.909090909091,small,high,low,Budget
 Kuga,2017,15498,Manual,32848,Diesel,125,60.1,2.0,9,3284.8,medium,high,medium,Luxury
 Mondeo,2017,14498,Automatic,14790,Petrol,165,44.8,1.5,9,1479.0,medium,medium,medium,Premium
 Focus,2018,12990,Manual,10384,Petrol,145,57.7,1.0,8,1153.7777777777778,small,medium,medium,Premium
 Mustang,2017,32990,Automatic,12000,Petrol,145,20.8,5.0,9,1200.0,large,low,medium,Luxury
 Fiesta,2018,11490,Manual,27344,Petrol,145,55.4,1.0,8,3038.222222222222,small,medium,medium,Premium
 Kuga,2019,18995,Manual,100,Diesel,145,54.3,1.5,7,12.5,medium,medium,medium,Luxury
 Fiesta,2017,10495,Manual,12955,Petrol,0,65.7,1.0,9,1295.5,small,high,low,Economy
 Fiesta,2017,11795,Manual,14713,Petrol,20,62.8,1.0,9,1471.3,small,high,low,Premium
 C-MAX,2014,6690,Manual,61751,Petrol,30,55.4,1.0,12,4750.076923076923,small,medium,low,Budget
 Focus,2016,7890,Manual,36329,Diesel,0,74.3,1.5,10,3302.6363636363635,medium,high,low,Budget
 EcoSport,2015,8140,Manual,14000,Petrol,125,52.3,1.0,11,1166.6666666666667,small,medium,medium,Budget
 Fiesta,2017,11990,Semi-Auto,12591,Petrol,150,54.3,1.0,9,1259.1,small,medium,medium,Premium
 Fiesta,2018,11490,Manual,15000,Petrol,150,65.7,1.0,8,1666.6666666666667,small,high,medium,Premium
 Fiesta,2018,10390,Manual,39442,Diesel,150,88.3,1.5,8,4382.444444444444,medium,high,medium,Economy
 B-MAX,2017,9250,Manual,26341,Petrol,150,56.5,1.0,9,2634.1,small,medium,medium,Economy
 Focus,2018,11250,Manual,8564,Petrol,150,60.1,1.0,8,951.5555555555555,small,high,medium,Economy
 Fiesta,2018,11290,Manual,15300,Petrol,150,65.7,1.0,8,1700.0,small,high,medium,Economy
 Kuga,2013,8490,Manual,58885,Diesel,205,47.9,2.0,13,4206.071428571428,medium,medium,high,Budget
 EcoSport,2018,15750,Manual,7399,Petrol,145,54.3,1.0,8,822.1111111111111,small,medium,medium,Luxury
 EcoSport,2019,17000,Manual,4654,Petrol,145,51.4,1.0,7,581.75,small,medium,medium,Luxury
 Fiesta,2018,13500,Manual,17482,Petrol,145,58.9,1.0,8,1942.4444444444443,small,medium,medium,Premium
 Focus,2018,15500,Manual,3023,Diesel,145,74.3,1.5,8,335.8888888888889,medium,high,medium,Luxury
 Fiesta,2018,10000,Manual,30815,Petrol,145,65.7,1.0,8,3423.8888888888887,small,high,medium,Economy
 Focus,2019,17000,Manual,8288,Petrol,145,60.1,1.0,7,1036.0,small,high,medium,Luxury
 Focus,2015,13000,Manual,41599,Petrol,200,41.5,2.0,11,3466.5833333333335,medium,medium,high,Premium
 Kuga,2015,11990,Semi-Auto,42184,Diesel,145,52.3,2.0,11,3515.3333333333335,medium,medium,medium,Premium
 Fiesta,2018,9648,Manual,28985,Petrol,145,56.5,1.0,8,3220.5555555555557,small,medium,medium,Economy
 Focus,2016,7999,Manual,27511,Diesel,0,74.3,1.5,10,2501.0,medium,high,low,Budget
 Kuga,2019,20998,Manual,3224,Petrol,145,35.3,1.5,7,403.0,medium,low,medium,Luxury
 C-MAX,2017,10998,Manual,10503,Diesel,20,68.9,1.5,9,1050.3,medium,high,low,Economy
 EcoSport,2017,9998,Manual,33278,Petrol,145,52.3,1.0,9,3327.8,small,medium,medium,Economy
 Fiesta,2014,7298,Manual,33112,Petrol,0,65.7,1.0,12,2547.076923076923,small,high,low,Budget
 Focus,2017,13498,Automatic,10365,Petrol,145,46.3,1.5,9,1036.5,medium,medium,medium,Premium
 Fiesta,2017,8498,Manual,25366,Petrol,0,65.7,1.0,9,2536.6,small,high,low,Budget
 Focus,2017,11998,Manual,14895,Diesel,0,74.3,1.5,9,1489.5,medium,high,low,Premium
 C-MAX,2017,11998,Manual,11657,Diesel,145,68.9,1.5,9,1165.7,medium,high,medium,Premium
 Fiesta,2019,10298,Manual,20314,Petrol,145,55.4,1.1,7,2539.25,small,medium,medium,Economy
 Fiesta,2018,10040,Manual,14028,Petrol,150,64.2,1.1,8,1558.6666666666667,small,high,medium,Economy
 Fiesta,2017,8510,Manual,36000,Petrol,150,65.7,1.0,9,3600.0,small,high,medium,Budget
 Mondeo,2016,10590,Automatic,50438,Diesel,125,58.9,2.0,10,4585.272727272727,medium,medium,medium,Economy
 Fiesta,2014,7490,Manual,26611,Petrol,0,65.7,1.0,12,2047.0,small,high,low,Budget
 Focus,2013,6190,Manual,52632,Petrol,20,58.9,1.0,13,3759.4285714285716,small,medium,low,Budget
 Focus,2015,10590,Automatic,20701,Petrol,145,46.3,1.5,11,1725.0833333333333,medium,medium,medium,Economy
 Focus,2016,15387,Manual,20076,Petrol,200,41.5,2.0,10,1825.090909090909,medium,medium,high,Luxury
 Focus,2019,18990,Automatic,10690,Diesel,145,54.3,1.5,7,1336.25,medium,medium,medium,Luxury
 Fiesta,2019,15950,Manual,2085,Petrol,145,55.4,1.0,7,260.625,small,medium,medium,Luxury
 Fiesta,2013,6080,Manual,50083,Petrol,0,65.7,1.0,13,3577.3571428571427,small,high,low,Budget
 Kuga,2018,13998,Manual,30448,Diesel,145,64.2,1.5,8,3383.1111111111113,medium,high,medium,Premium
 Fiesta,2016,9500,Manual,16954,Petrol,125,54.3,1.2,10,1541.2727272727273,small,medium,medium,Economy
 Fiesta,2019,17000,Manual,4988,Petrol,150,40.3,1.5,7,623.5,medium,medium,medium,Luxury
 Puma,2020,30000,Manual,150,Petrol,150,50.4,1.0,6,21.428571428571427,small,medium,medium,Luxury
 EcoSport,2018,14500,Manual,12080,Petrol,150,54.3,1.0,8,1342.2222222222222,small,medium,medium,Premium
 Focus,2017,10500,Manual,19512,Petrol,150,60.1,1.0,9,1951.2,small,high,medium,Economy
 Focus,2015,11400,Manual,16299,Petrol,125,51.4,1.5,11,1358.25,medium,medium,medium,Premium
 Kuga,2019,18000,Manual,12948,Diesel,145,38.2,2.0,7,1618.5,medium,low,medium,Luxury
 Fiesta,2018,11500,Manual,28770,Petrol,145,65.7,1.0,8,3196.6666666666665,small,high,medium,Premium
 Fiesta,2014,8000,Manual,22295,Petrol,0,65.7,1.0,12,1715.0,small,high,low,Budget
 Ka+,2018,8500,Manual,14561,Petrol,145,57.7,1.2,8,1617.888888888889,small,medium,medium,Budget
 Fiesta,2019,16000,Manual,1914,Petrol,145,58.9,1.0,7,239.25,small,medium,medium,Luxury
 Fiesta,2015,8800,Manual,33529,Petrol,0,65.7,1.0,11,2794.0833333333335,small,high,low,Budget
 C-MAX,2015,11000,Manual,26087,Petrol,30,55.4,1.0,11,2173.9166666666665,small,medium,low,Economy
 Focus,2018,13200,Manual,20597,Petrol,145,57.7,1.0,8,2288.5555555555557,small,medium,medium,Premium
 Focus,2017,11000,Manual,13652,Petrol,20,61.4,1.0,9,1365.2,small,high,low,Economy
 Mondeo,2019,20000,Manual,7,Diesel,145,65.7,2.0,7,0.875,medium,high,medium,Luxury
 Mondeo,2019,20000,Manual,27,Diesel,145,65.7,2.0,7,3.375,medium,high,medium,Luxury
 Fiesta,2017,11000,Manual,24078,Petrol,145,65.7,1.0,9,2407.8,small,high,medium,Economy
 Focus,2018,14000,Manual,14858,Petrol,145,57.7,1.0,8,1650.888888888889,small,medium,medium,Premium
 Focus,2017,11500,Manual,41545,Petrol,145,51.4,1.5,9,4154.5,medium,medium,medium,Premium
 Mondeo,2016,15990,Automatic,42611,Petrol,265,37.2,2.0,10,3873.7272727272725,medium,low,high,Luxury
 Fiesta,2017,12245,Manual,18534,Petrol,145,47.9,1.6,9,1853.4,medium,medium,medium,Premium
 Focus,2018,13442,Manual,6850,Petrol,145,57.7,1.0,8,761.1111111111111,small,medium,medium,Premium
 Focus,2017,12949,Automatic,21507,Petrol,145,46.3,1.5,9,2150.7,medium,medium,medium,Premium
 Focus,2016,9991,Manual,47477,Diesel,0,74.3,1.5,10,4316.090909090909,medium,high,low,Economy
 Fiesta,2017,8998,Manual,17695,Petrol,0,65.7,1.0,9,1769.5,small,high,low,Budget
 Focus,2015,7698,Manual,51060,Diesel,20,67.3,1.6,11,4255.0,medium,high,low,Budget
 Fiesta,2017,11298,Manual,15796,Petrol,0,65.7,1.0,9,1579.6,small,high,low,Premium
 Fiesta,2019,13998,Manual,9665,Petrol,145,58.9,1.0,7,1208.125,small,medium,medium,Premium
 Fiesta,2017,10698,Manual,13736,Petrol,20,62.8,1.0,9,1373.6,small,high,low,Economy
 Focus,2017,17798,Manual,11134,Diesel,145,67.3,2.0,9,1113.4,medium,high,medium,Luxury
 Fiesta,2016,8498,Manual,13454,Petrol,125,54.3,1.2,10,1223.090909090909,small,medium,medium,Budget
 Ka+,2018,10000,Manual,3434,Petrol,145,43.5,1.2,8,381.55555555555554,small,medium,medium,Economy
 Ka+,2018,9000,Manual,10882,Petrol,145,57.7,1.2,8,1209.111111111111,small,medium,medium,Economy
 Ka+,2018,8500,Manual,7301,Petrol,145,57.7,1.2,8,811.2222222222222,small,medium,medium,Budget
 Fiesta,2017,11200,Manual,6840,Petrol,145,65.7,1.0,9,684.0,small,high,medium,Economy
 Ka+,2017,8500,Manual,14290,Petrol,145,57.7,1.2,9,1429.0,small,medium,medium,Budget
 Focus,2018,11746,Manual,26495,Petrol,145,61.4,1.0,8,2943.8888888888887,small,high,medium,Premium
 Ka+,2018,9500,Manual,8371,Petrol,145,57.7,1.2,8,930.1111111111111,small,medium,medium,Economy
 Focus,2018,12700,Manual,14363,Petrol,145,60.1,1.0,8,1595.888888888889,small,high,medium,Premium
 Kuga,2018,16000,Manual,23931,Diesel,145,64.2,1.5,8,2659.0,medium,high,medium,Luxury
 Focus,2015,8462,Manual,45549,Petrol,20,60.1,1.0,11,3795.75,small,high,low,Budget
 Fiesta,2017,10062,Manual,21454,Petrol,20,62.8,1.0,9,2145.4,small,high,low,Economy
 Ka+,2017,7995,Manual,15391,Petrol,150,57.7,1.2,9,1539.1,small,medium,medium,Budget
 Fiesta,2016,8800,Manual,8399,Petrol,0,65.7,1.0,10,763.5454545454545,small,high,low,Budget
 Mondeo,2016,10695,Manual,44298,Diesel,0,74.3,1.5,10,4027.090909090909,medium,high,low,Economy
 Focus,2018,16000,Manual,21650,Petrol,150,60.1,1.0,8,2405.5555555555557,small,high,medium,Luxury
 Fiesta,2016,12250,Manual,16375,Petrol,150,47.9,1.6,10,1488.6363636363637,medium,medium,medium,Premium
 Fiesta,2016,11600,Manual,11548,Petrol,20,62.8,1.0,10,1049.8181818181818,small,high,low,Premium
 Focus,2018,13495,Manual,23047,Petrol,145,56.5,1.0,8,2560.777777777778,small,medium,medium,Premium
 Kuga,2018,15695,Manual,19182,Diesel,145,64.2,1.5,8,2131.3333333333335,medium,high,medium,Luxury
 Focus,2016,10495,Semi-Auto,55400,Diesel,30,64.2,2.0,10,5036.363636363636,medium,high,low,Economy
 Fiesta,2018,9695,Manual,39216,Diesel,145,85.6,1.5,8,4357.333333333333,medium,high,medium,Economy
 Focus,2014,7298,Manual,17425,Petrol,145,47.1,1.6,12,1340.3846153846155,medium,medium,medium,Budget
 Kuga,2015,12998,Manual,16365,Diesel,125,60.1,2.0,11,1363.75,medium,high,medium,Premium
 Galaxy,2017,17298,Manual,42580,Diesel,150,56.5,2.0,9,4258.0,medium,medium,medium,Luxury
 Fiesta,2018,10498,Manual,9104,Petrol,150,55.4,1.1,8,1011.5555555555555,small,medium,medium,Economy
 Fiesta,2017,9795,Manual,20679,Petrol,145,65.7,1.0,9,2067.9,small,high,medium,Economy
 Fiesta,2017,9995,Manual,22697,Petrol,145,65.7,1.0,9,2269.7,small,high,medium,Economy
 EcoSport,2019,16995,Manual,3254,Diesel,145,58.9,1.5,7,406.75,medium,medium,medium,Luxury
 Focus,2016,10495,Manual,41741,Diesel,0,74.3,1.5,10,3794.6363636363635,medium,high,low,Economy
 Fiesta,2019,12995,Semi-Auto,8946,Petrol,145,48.7,1.0,7,1118.25,small,medium,medium,Premium
 S-MAX,2018,19995,Manual,13969,Diesel,145,56.5,2.0,8,1552.111111111111,medium,medium,medium,Luxury
 Edge,2018,23995,Automatic,18339,Diesel,145,48.7,2.0,8,2037.6666666666667,medium,medium,medium,Luxury
 S-MAX,2016,19995,Manual,19398,Diesel,125,56.5,2.0,10,1763.4545454545455,medium,medium,medium,Luxury
 B-MAX,2014,6991,Manual,44000,Petrol,30,55.4,1.0,12,3384.6153846153848,small,medium,low,Budget
 Fiesta,2017,8492,Manual,33847,Diesel,0,78.5,1.5,9,3384.7,medium,high,low,Budget
 Fiesta,2017,11291,Manual,10167,Diesel,0,78.5,1.5,9,1016.7,medium,high,low,Economy
 Focus,2017,12991,Manual,7273,Petrol,145,60.1,1.0,9,727.3,small,high,medium,Premium
 Fiesta,2016,9291,Manual,39675,Diesel,0,78.5,1.5,10,3606.818181818182,medium,high,low,Economy
 KA,2016,6490,Manual,18000,Petrol,30,57.7,1.2,10,1636.3636363636363,small,medium,low,Budget
 EcoSport,2019,14995,Manual,3708,Petrol,145,53.3,1.0,7,463.5,small,medium,medium,Premium
 Focus,2017,11995,Manual,13711,Petrol,20,60.1,1.0,9,1371.1,small,high,low,Premium
 Fiesta,2016,8695,Manual,18591,Petrol,125,54.3,1.2,10,1690.090909090909,small,medium,medium,Budget
 Focus,2016,14995,Manual,25773,Diesel,20,67.3,2.0,10,2343.0,medium,high,low,Premium
 Fiesta,2018,10498,Manual,7459,Petrol,150,55.4,1.1,8,828.7777777777778,small,medium,medium,Economy
 Grand Tourneo Connect,2018,17298,Automatic,8354,Diesel,150,56.6,1.5,8,928.2222222222222,medium,medium,medium,Luxury
 Fiesta,2016,6298,Manual,47327,Petrol,125,54.3,1.2,10,4302.454545454545,small,medium,medium,Budget
 Kuga,2017,16498,Manual,28079,Diesel,150,54.3,2.0,9,2807.9,medium,medium,medium,Luxury
 Galaxy,2017,19998,Manual,15037,Diesel,125,56.5,2.0,9,1503.7,medium,medium,medium,Luxury
 KA,2015,5495,Manual,39100,Petrol,30,57.7,1.2,11,3258.3333333333335,small,medium,low,Budget
 Kuga,2017,14000,Manual,11500,Diesel,30,64.2,1.5,9,1150.0,medium,high,low,Premium
 Fiesta,2016,8000,Manual,21000,Petrol,125,54.3,1.2,10,1909.090909090909,small,medium,medium,Budget
 Fiesta,2016,8895,Manual,20240,Diesel,0,88.3,1.5,10,1840.0,medium,high,low,Budget
 S-MAX,2017,14495,Manual,50079,Diesel,145,56.5,2.0,9,5007.9,medium,medium,medium,Premium
 Focus,2019,15850,Manual,7288,Petrol,145,60.1,1.0,7,911.0,small,high,medium,Luxury
 Focus,2018,27845,Manual,16193,Petrol,150,36.7,2.3,8,1799.2222222222222,large,low,medium,Luxury
 Fiesta,2018,12000,Manual,26469,Petrol,145,62.8,1.0,8,2941.0,small,high,medium,Premium
 Fiesta,2020,18200,Manual,10,Petrol,145,49.6,1.0,6,1.4285714285714286,small,medium,medium,Luxury
 Fiesta,2017,7500,Manual,47751,Petrol,145,65.7,1.0,9,4775.1,small,high,medium,Budget
 Focus,2018,18500,Manual,23604,Diesel,145,67.3,2.0,8,2622.6666666666665,medium,high,medium,Luxury
 Kuga,2017,13200,Manual,25220,Diesel,30,64.2,1.5,9,2522.0,medium,high,low,Premium
 Focus,2017,11000,Manual,34495,Diesel,145,74.3,1.5,9,3449.5,medium,high,medium,Economy
 Fiesta,2018,12500,Manual,34107,Petrol,145,65.7,1.0,8,3789.6666666666665,small,high,medium,Premium
 Fiesta,2018,11500,Manual,12383,Petrol,145,65.7,1.0,8,1375.888888888889,small,high,medium,Premium
 Fiesta,2018,10799,Manual,16400,Petrol,145,65.7,1.0,8,1822.2222222222222,small,high,medium,Economy
 Fiesta,2017,7999,Manual,26548,Petrol,145,54.3,1.2,9,2654.8,small,medium,medium,Budget
 Fiesta,2016,8699,Manual,24500,Petrol,0,65.7,1.0,10,2227.2727272727275,small,high,low,Budget
 Fiesta,2015,8299,Manual,28509,Petrol,0,65.7,1.0,11,2375.75,small,high,low,Budget
 KA,2013,4499,Manual,41109,Petrol,30,57.7,1.2,13,2936.3571428571427,small,medium,low,Budget
 Fiesta,2015,7399,Manual,33490,Petrol,125,54.3,1.2,11,2790.8333333333335,small,medium,medium,Budget
 Kuga,2016,11299,Manual,20500,Diesel,125,60.1,2.0,10,1863.6363636363637,medium,high,medium,Premium
 EcoSport,2018,14299,Manual,14895,Petrol,145,54.3,1.0,8,1655.0,small,medium,medium,Premium
 Kuga,2015,12999,Manual,22500,Diesel,125,60.1,2.0,11,1875.0,medium,high,medium,Premium
 Focus,2016,10999,Manual,11621,Petrol,20,61.4,1.0,10,1056.4545454545455,small,high,low,Economy
 Kuga,2017,13999,Manual,29673,Diesel,30,64.2,1.5,9,2967.3,medium,high,low,Premium
 Grand C-MAX,2015,9499,Manual,29950,Diesel,30,64.2,1.5,11,2495.8333333333335,medium,high,low,Economy
 Kuga,2013,9999,Manual,67890,Diesel,145,53.3,2.0,13,4849.285714285715,medium,medium,medium,Economy
 Kuga,2016,16499,Automatic,24739,Petrol,235,38.2,1.5,10,2249.0,medium,low,high,Luxury
 Fiesta,2013,5999,Manual,46332,Petrol,0,65.7,1.0,13,3309.4285714285716,small,high,low,Budget
 Focus,2018,12599,Manual,16087,Petrol,145,57.7,1.0,8,1787.4444444444443,small,medium,medium,Premium
 Fiesta,2014,7999,Manual,18000,Petrol,0,65.7,1.0,12,1384.6153846153845,small,high,low,Budget
 Focus,2017,12299,Manual,15000,Petrol,145,57.7,1.0,9,1500.0,small,medium,medium,Premium
 Focus,2017,11999,Manual,13631,Petrol,150,57.7,1.0,9,1363.1,small,medium,medium,Premium
 Grand C-MAX,2017,11490,Manual,42075,Diesel,30,64.2,1.5,9,4207.5,medium,high,low,Premium
 Fiesta,2018,9760,Manual,8300,Petrol,150,65.7,1.0,8,922.2222222222222,small,high,medium,Economy
 Fiesta,2018,11600,Manual,4450,Petrol,150,65.7,1.0,8,494.44444444444446,small,high,medium,Premium
 B-MAX,2014,6490,Manual,52826,Petrol,30,57.7,1.0,12,4063.5384615384614,small,medium,low,Budget
 Fiesta,2017,9890,Manual,25000,Petrol,150,65.7,1.0,9,2500.0,small,high,medium,Economy
 Fiesta,2018,10290,Manual,19500,Petrol,150,65.7,1.0,8,2166.6666666666665,small,high,medium,Economy
 Kuga,2017,13850,Manual,38442,Diesel,150,54.3,2.0,9,3844.2,medium,medium,medium,Premium
 Ka+,2018,7410,Manual,27000,Petrol,150,57.7,1.2,8,3000.0,small,medium,medium,Budget
 Fiesta,2015,6990,Manual,47887,Petrol,0,65.7,1.0,11,3990.5833333333335,small,high,low,Budget
 Fiesta,2017,8990,Manual,30099,Petrol,150,62.8,1.0,9,3009.9,small,high,medium,Budget
 Focus,2017,10999,Semi-Auto,44800,Diesel,150,67.3,1.5,9,4480.0,medium,high,medium,Economy
 Fiesta,2014,6799,Manual,41000,Petrol,30,54.3,1.2,12,3153.846153846154,small,medium,low,Budget
 Mondeo,2016,13699,Manual,22914,Petrol,145,47.9,1.5,10,2083.090909090909,medium,medium,medium,Premium
 Fiesta,2017,10999,Manual,9245,Petrol,20,62.8,1.0,9,924.5,small,high,low,Economy
 Fiesta,2017,10999,Manual,6805,Petrol,0,65.7,1.0,9,680.5,small,high,low,Economy
 Fiesta,2016,7999,Manual,29917,Petrol,0,65.7,1.0,10,2719.7272727272725,small,high,low,Budget
 Focus,2016,9499,Manual,23154,Petrol,20,61.4,1.0,10,2104.909090909091,small,high,low,Economy
 Fiesta,2013,6299,Manual,39634,Petrol,30,54.3,1.2,13,2831.0,small,medium,low,Budget
 Focus,2018,19999,Manual,10365,Petrol,145,41.5,2.0,8,1151.6666666666667,medium,medium,medium,Luxury
 Fiesta,2015,6699,Manual,27700,Petrol,30,54.3,1.2,11,2308.3333333333335,small,medium,low,Budget
 Focus,2018,12999,Manual,17379,Petrol,150,57.7,1.0,8,1931.0,small,medium,medium,Premium
 Fiesta,2018,10995,Manual,13609,Petrol,145,65.7,1.0,8,1512.111111111111,small,high,medium,Economy
 Fiesta,2018,11995,Manual,7183,Petrol,145,65.7,1.0,8,798.1111111111111,small,high,medium,Premium
 Kuga,2018,17795,Manual,17530,Diesel,145,60.1,2.0,8,1947.7777777777778,medium,high,medium,Luxury
 EcoSport,2018,12695,Manual,19030,Petrol,145,54.3,1.0,8,2114.4444444444443,small,medium,medium,Premium
 Fiesta,2018,10999,Manual,11143,Petrol,145,65.7,1.0,8,1238.111111111111,small,high,medium,Economy
 Fiesta,2018,9499,Manual,17924,Petrol,145,65.7,1.0,8,1991.5555555555557,small,high,medium,Economy
 Fiesta,2018,14999,Manual,7298,Petrol,145,58.9,1.0,8,810.8888888888889,small,medium,medium,Premium
 Focus,2017,14499,Manual,4000,Petrol,145,51.4,1.5,9,400.0,medium,medium,medium,Premium
 Fiesta,2020,19495,Manual,27,Petrol,145,49.6,1.0,6,3.857142857142857,small,medium,medium,Luxury
 Fiesta,2020,18495,Manual,65,Petrol,145,58.9,1.0,6,9.285714285714286,small,medium,medium,Luxury
 Kuga,2017,18999,Manual,10275,Diesel,150,54.3,2.0,9,1027.5,medium,medium,medium,Luxury
 Kuga,2018,16999,Manual,32713,Diesel,145,54.3,2.0,8,3634.777777777778,medium,medium,medium,Luxury
 Fiesta,2018,10499,Manual,7059,Petrol,150,58.9,1.0,8,784.3333333333334,small,medium,medium,Economy
 Focus,2015,7299,Manual,62299,Petrol,20,60.1,1.0,11,5191.583333333333,small,high,low,Budget
 C-MAX,2017,10999,Manual,30000,Diesel,20,68.9,1.5,9,3000.0,medium,high,low,Economy
 EcoSport,2017,9499,Manual,42500,Petrol,150,53.3,1.0,9,4250.0,small,medium,medium,Economy
 EcoSport,2017,9999,Manual,26000,Petrol,150,53.3,1.0,9,2600.0,small,medium,medium,Economy
 Fiesta,2017,8599,Manual,9000,Petrol,125,54.3,1.2,9,900.0,small,medium,medium,Budget
 Focus,2019,16995,Automatic,9299,Diesel,145,64.2,2.0,7,1162.375,medium,high,medium,Luxury
 Kuga,2017,16295,Manual,28667,Diesel,125,60.1,2.0,9,2866.7,medium,high,medium,Luxury
 Edge,2017,22995,Automatic,14283,Diesel,145,47.9,2.0,9,1428.3,medium,medium,medium,Luxury
 Focus,2018,14495,Manual,17635,Petrol,145,58.9,1.0,8,1959.4444444444443,small,medium,medium,Premium
 S-MAX,2019,24995,Manual,9252,Petrol,145,33.6,1.5,7,1156.5,medium,low,medium,Luxury
 Fiesta,2018,11995,Manual,10311,Petrol,145,65.7,1.0,8,1145.6666666666667,small,high,medium,Premium
 Kuga,2019,17495,Manual,14173,Diesel,145,38.2,2.0,7,1771.625,medium,low,medium,Luxury
 Grand C-MAX,2015,8995,Manual,38058,Diesel,125,60.1,1.6,11,3171.5,medium,high,medium,Budget
 Fiesta,2017,8795,Manual,6650,Petrol,145,64.2,1.1,9,665.0,small,high,medium,Budget
 EcoSport,2018,11995,Manual,12608,Petrol,145,54.3,1.0,8,1400.888888888889,small,medium,medium,Premium
 Focus,2019,16495,Manual,7820,Petrol,145,60.1,1.0,7,977.5,small,high,medium,Luxury
 Fiesta,2017,9795,Manual,22704,Petrol,145,64.2,1.1,9,2270.4,small,high,medium,Economy
 Fiesta,2017,12595,Semi-Auto,10713,Petrol,145,54.3,1.0,9,1071.3,small,medium,medium,Premium
 Fiesta,2017,10495,Manual,13389,Petrol,145,65.7,1.0,9,1338.9,small,high,medium,Economy
 Ka+,2018,8895,Manual,7273,Petrol,145,48.7,1.2,8,808.1111111111111,small,medium,medium,Budget
 Focus,2016,8995,Manual,35638,Diesel,0,74.3,1.5,10,3239.818181818182,medium,high,low,Budget
 Ka+,2018,8999,Manual,4000,Petrol,145,57.7,1.2,8,444.44444444444446,small,medium,medium,Budget
 Focus,2017,10997,Manual,26828,Petrol,145,60.1,1.0,9,2682.8,small,high,medium,Economy
